GeneID	GSM5115668	GSM5115669	GSM5115670	GSM5115671	GSM5115672	GSM5115673	GSM5115674	GSM5115675
51430	1715	2155	1611	1400	1898	1553	986	1046
356	0	0	0	1	16	27	12	10
107985225	0	0	0	0	0	0	0	0
105371618	0	1	0	0	0	0	0	0
8995	0	3	1	5	0	0	0	0
7292	490	644	382	366	666	614	409	471
100506023	29	37	47	35	14	18	10	19
107985227	22	22	15	20	7	6	5	7
101928673	22	16	15	19	6	7	7	9
9588	9297	9737	7028	6413	10957	9793	7367	7637
284525	0	1	1	0	1	0	0	0
730159	0	0	0	0	0	0	0	0
339416	4	3	1	0	1	2	2	2
105371619	0	0	0	0	0	0	0	0
27252	356	444	277	283	445	372	171	250
91687	204	274	228	205	244	200	123	130
55157	2275	2684	1807	1730	1147	1063	645	662
100506046	754	715	495	484	457	433	399	410
60674	4943	5075	3392	3316	3249	2967	2701	2816
26769	62	87	57	62	39	38	41	44
26802	75	88	80	53	48	43	42	49
26774	59	80	57	44	43	42	27	34
26770	81	104	75	61	31	36	12	15
692198	21	24	14	25	11	8	4	7
26806	39	41	37	24	14	25	10	13
106635533	227	279	178	144	197	186	163	156
692197	16	14	14	11	10	5	4	3
692196	103	131	99	67	32	29	23	13
692195	7	9	12	7	1	2	0	2
619498	12	26	8	11	5	3	5	3
84614	215	320	206	203	183	163	133	110
462	2816	2661	1948	1792	1855	1550	1110	1159
149041	576	801	574	530	598	613	488	462
105371620	1	1	1	0	0	1	0	0
102724601	6	5	1	0	2	6	2	5
9910	423	501	390	393	546	441	307	285
9293	0	0	1	0	0	0	0	0
101928696	2	2	2	1	0	0	0	0
105371622	88	107	73	65	80	71	80	67
27101	2588	2853	1913	1735	3168	2739	1904	2101
63931	749	770	531	507	767	709	525	601
63923	11	3	1	3	0	0	0	1
9674	2	1	1	2	45	39	22	27
7143	4	4	0	3	0	0	2	1
105371623	0	0	0	0	0	0	2	2
107985228	6	4	8	6	3	3	5	1
101928751	1	0	1	0	0	0	0	1
64326	1119	1253	886	840	1343	1208	915	881
113839518	0	0	0	0	0	0	0	0
677679	0	0	0	0	0	0	1	0
60676	157	179	130	143	1	1	2	4
460	2	3	0	2	0	1	1	1
574441	0	0	0	0	0	0	0	0
57795	28	30	23	26	0	2	0	1
105371625	1	1	2	1	0	0	0	0
102724661	0	2	1	2	0	0	1	0
101928778	0	0	0	0	0	0	0	0
111240474	312	325	252	271	310	267	170	174
89866	280	286	224	252	251	214	148	150
730102	254	305	236	167	449	360	253	265
100302401	11	16	7	11	16	25	14	10
9462	704	960	711	632	877	743	441	434
105371630	10	8	10	5	5	14	6	7
105371629	0	1	0	1	0	0	1	0
101928866	0	0	0	0	0	0	0	1
84066	0	0	0	0	2	1	0	0
105371631	0	0	0	0	0	0	1	0
400798	12	14	4	7	16	15	13	9
105371632	0	3	0	0	0	2	0	1
100616328	1	0	0	0	0	0	0	0
646976	13	12	13	15	48	31	12	19
55103	1421	1877	1233	1204	1138	1015	670	684
9068	2	5	1	3	53	53	41	22
102724754	6	2	6	3	2	0	3	4
9917	1110	1466	1056	911	1413	1244	868	812
64222	449	468	355	351	1800	1421	1074	1089
27	612	798	598	575	687	612	349	346
6646	2328	2888	2126	1844	1739	1603	1042	993
126859	13	13	6	10	5	5	2	6
7827	0	1	1	0	0	0	1	0
163589	0	2	1	0	0	0	0	1
105371635	0	0	0	0	0	0	0	0
148753	1	0	0	0	0	0	0	0
113219451	0	0	0	0	0	0	0	0
105371634	0	1	1	1	0	0	0	0
107985229	6	4	2	0	2	1	2	1
163590	1964	2486	1887	1703	1411	1143	1120	968
26092	918	1095	760	707	1293	1084	719	699
101928933	11	13	7	7	3	2	3	2
9857	1746	2213	1660	1659	1594	1372	640	711
105371636	0	0	0	0	0	0	0	0
5768	1187	1192	940	933	1882	1588	1501	1573
89884	27	39	33	30	40	30	19	16
84320	587	585	430	407	944	813	639	656
100527964	33	40	34	31	27	18	21	21
105371637	7	5	3	1	8	6	7	1
100423032	0	0	0	0	0	0	0	0
148756	1	0	1	0	1	2	0	0
9213	1821	2195	1647	1492	2049	1811	1117	1164
107985230	14	22	19	18	8	3	7	1
105371638	0	2	6	1	2	0	0	2
57710	39	41	31	34	55	51	31	32
107985231	2	0	0	0	0	1	1	2
103344928	13	11	6	4	22	15	13	14
10228	662	786	593	550	1092	926	634	663
3140	43	56	41	30	384	339	183	207
51278	646	707	488	569	482	402	332	321
101928973	0	0	0	0	0	0	0	0
100287948	0	0	0	0	0	0	0	0
107985454	0	0	0	0	0	0	0	0
777	4	2	0	1	3	0	6	4
107985232	0	0	0	0	0	0	0	1
105371640	0	0	0	0	0	0	0	0
127665	3	4	1	0	17	8	1	1
105371642	2	0	0	0	2	1	4	2
107985233	0	0	0	0	3	0	3	1
400799	0	0	0	0	3	0	1	1
2752	16375	18358	13498	12837	15172	13267	9269	9071
127670	0	0	0	0	0	0	0	2
388719	0	0	0	0	0	0	0	0
353299	2	0	0	1	0	0	0	0
6041	0	0	0	1	0	2	1	2
6004	3	5	1	2	0	1	1	0
284648	0	0	0	0	0	0	0	0
85397	3	0	0	4	0	0	0	0
105371644	0	0	0	0	0	0	0	0
80896	1	1	1	0	1	0	0	0
647070	15	23	12	24	23	12	7	10
1660	5897	6792	5047	4875	7333	6442	4086	3859
81626	0	0	0	0	0	0	0	0
3915	6144	7248	5740	5617	13620	11498	6744	6905
110841583	2	2	4	1	3	4	2	5
3918	86	88	82	74	3	1	1	5
23057	2	0	2	0	0	1	1	0
105371646	0	2	0	3	9	3	2	5
284649	7	7	3	8	5	11	3	7
9887	1775	2059	1543	1541	2098	1903	1224	1195
4688	21	24	29	14	18	20	12	9
107985235	0	0	0	0	0	0	0	0
10092	3443	3846	2841	2574	4239	3916	2839	2988
23179	651	776	619	565	883	712	402	421
403314	0	1	2	0	0	1	1	2
23127	52	58	37	41	2875	2507	1520	1587
116461	639	720	538	455	1045	872	622	667
102724830	10	13	8	4	10	4	4	4
81563	166	202	167	144	0	1	1	0
102724857	1	1	0	0	0	0	1	0
107985236	42	58	50	34	0	1	1	0
105371648	0	4	1	0	0	0	0	0
80267	1736	2092	1528	1299	1183	1067	608	630
105371649	5	1	0	0	0	0	0	0
116496	66	74	45	59	3	1	1	2
107985238	1	1	0	0	0	0	0	0
101929069	0	0	0	0	0	0	0	0
6045	471	588	468	358	616	529	364	350
81627	466	568	385	328	807	721	488	498
54823	257	307	225	182	205	158	111	118
105371651	3	0	0	0	1	0	0	0
10625	2729	3266	2295	1999	2548	2096	1585	1609
100288079	0	1	0	0	0	0	0	0
107985455	0	1	0	0	0	0	0	0
107985239	0	0	1	0	0	0	0	0
101929093	0	0	0	0	0	0	0	0
105371653	1	1	1	1	0	0	1	1
83872	5	6	3	1	1	0	2	2
105371654	0	0	0	0	0	0	0	0
10216	178	221	153	156	88	87	97	81
7175	5933	7094	5021	4953	5352	4471	2776	2746
54953	1084	1263	840	822	1040	854	641	636
102724919	2	5	4	0	1	1	0	1
5132	1	0	0	1	0	0	0	2
5743	1	2	3	0	0	0	0	0
103752588	0	0	0	0	0	0	0	0
5321	333	429	303	303	0	0	1	1
104169671	8	10	5	7	0	0	0	0
105371655	0	0	1	0	0	0	0	0
106144535	10	14	8	2	0	0	0	0
105371656	16	18	10	10	0	0	0	0
105371657	0	0	2	0	0	0	0	0
107985456	0	0	0	0	0	0	0	0
339479	64	71	61	33	1	0	1	4
105371659	2	1	0	2	0	0	0	0
105371658	0	1	1	0	0	0	0	0
101929120	27	25	20	16	0	0	0	0
440704	0	0	0	0	0	0	0	0
105371660	0	0	0	0	0	0	0	0
107985457	0	0	0	1	0	0	0	0
105371661	0	0	0	0	0	0	0	0
64407	1	3	2	4	0	0	0	0
105371662	3	4	3	2	0	0	0	0
431704	0	0	0	0	0	0	0	0
105371664	36	36	20	21	6	11	4	12
5996	1	0	0	0	0	0	0	0
107985241	0	0	0	0	0	0	0	0
6003	2	2	1	1	0	0	0	0
100616345	711	715	461	431	1591	1524	1112	1188
105371665	0	1	0	0	0	0	0	0
5997	1269	1408	968	898	40	27	34	38
105371668	0	0	0	0	0	0	0	0
105371667	1	0	0	1	1	0	0	0
102724954	1	0	2	1	0	0	0	0
51377	1619	1902	1359	1197	1715	1450	958	1021
107397392	1	0	0	0	1	0	0	0
6738	770	1042	750	664	920	839	739	652
51022	310	385	256	230	455	390	289	295
101929160	27	40	27	22	51	39	14	24
79577	1300	1511	1117	960	1152	1005	645	684
100302163	0	0	0	0	0	0	0	0
8707	1	2	2	1	1	1	0	1
101929184	3	2	1	2	0	0	0	0
107985242	40	32	27	34	0	0	0	0
105371670	0	4	4	2	0	0	0	0
107985458	0	0	0	0	0	0	0	0
105371671	0	0	0	0	0	0	0	0
105371672	0	0	0	0	0	0	0	0
105371673	0	0	0	0	0	0	0	0
105371674	0	0	0	0	0	0	0	0
343450	650	770	572	463	2	1	2	0
100616363	0	0	0	0	0	0	0	0
3075	366	401	244	242	1	1	1	2
10878	9	8	6	3	0	0	0	1
3078	188	225	124	135	1	2	2	1
10877	20	20	16	10	0	0	0	1
105371675	1	0	1	0	0	0	0	1
3080	51	39	30	27	0	3	0	0
81494	52	70	49	37	0	1	1	1
2165	167	202	129	112	34	18	10	12
259266	5279	6546	4657	4407	2122	1799	953	979
360023	413	651	502	376	340	313	194	204
23418	3	4	5	3	0	1	0	2
163486	377	507	379	332	261	259	130	134
388722	47	59	33	26	95	101	80	72
56956	2	2	2	1	1	1	2	0
140609	1071	1292	922	786	710	666	388	401
105371677	0	1	0	0	0	0	0	0
127124	0	0	0	0	0	0	0	0
5788	310	364	202	248	0	0	0	0
100131234	0	0	0	0	0	1	0	0
406955	0	0	0	0	0	0	0	0
406995	0	0	0	0	0	0	0	0
105371679	0	0	0	0	0	0	0	0
102800316	0	0	0	0	0	0	0	0
104266961	0	0	0	0	0	0	0	0
107985243	0	0	0	0	0	0	1	2
400800	0	0	0	0	0	0	0	0
105371680	23	32	25	27	0	0	0	0
105371682	0	2	0	0	0	0	0	1
2494	1058	1230	954	889	527	442	295	267
107985244	6	3	1	3	1	2	1	2
554279	13	20	28	8	11	16	4	7
23528	2155	2588	2048	1779	1358	1259	706	648
107985459	2	0	0	0	0	1	1	1
9928	1275	1577	1114	1049	895	748	407	417
83479	412	388	267	286	459	416	278	275
101929224	6	2	2	4	0	1	1	1
23271	877	1106	865	773	836	763	352	393
2848	2	0	1	3	0	0	0	0
107985245	0	0	0	0	0	0	0	0
55765	762	752	652	665	411	346	223	221
647215	0	3	1	2	0	0	0	1
23046	468	560	374	453	23	13	8	13
101929305	2	8	2	2	0	0	0	1
779	0	1	0	0	0	0	0	1
647219	1	0	0	0	12	8	9	11
252839	1741	1753	1224	1203	2248	2066	1503	1616
91156	3	2	1	3	30	24	14	16
5317	1	0	1	0	1	0	0	0
101929326	0	0	0	1	0	0	0	0
7139	0	2	1	2	3	2	5	2
3898	554	561	501	484	3888	3143	2144	2163
101929343	26	39	27	15	101	81	43	55
7135	43	56	49	54	133	89	56	72
101929367	0	0	0	0	0	0	1	0
23612	1	4	1	2	2273	1856	1325	1414
1465	1093	1106	1025	1001	758	612	328	392
107985246	5	18	10	10	1	1	0	0
376693	45	99	44	50	218	153	113	125
89796	14	7	4	4	17	8	9	8
100873949	28	38	19	22	33	26	6	11
100847050	0	0	0	0	0	0	0	0
100302158	0	0	0	0	0	0	0	0
55705	4155	4653	3446	3481	2764	2352	1328	1386
102466724	0	0	0	1	0	0	0	0
149345	9	13	9	6	27	27	17	23
25802	5	3	2	1	0	1	0	0
10440	1902	2119	1466	1310	2188	2164	1543	1549
109616993	1	0	1	0	0	1	0	0
6051	1667	1654	1362	1294	1579	1414	1106	1026
112268254	20	29	15	16	6	6	7	7
102723465	47	38	47	44	198	177	132	158
102465443	0	0	0	1	0	0	0	0
1999	1065	1042	892	861	1737	1479	1366	1417
105371684	1	0	0	0	0	0	1	0
9283	27	32	25	31	32	29	27	30
105371683	0	0	1	0	0	0	0	0
127829	450	468	357	386	573	500	381	407
5778	1	0	0	0	6	6	2	4
148713	1	0	0	0	0	1	0	1
59352	5	1	0	2	4	3	3	5
101929388	1	0	0	0	0	0	0	0
29089	1375	1410	913	929	1083	898	650	709
4660	393	474	367	356	371	306	184	198
127833	103	103	100	89	7	4	3	4
105371686	8	9	8	6	3	3	0	4
10765	1193	1466	1111	1079	2840	2466	1697	1641
100506696	18	18	13	12	52	51	66	64
641515	1	2	2	2	1	0	1	0
148709	38	57	33	33	47	29	27	27
5877	262	287	224	246	433	371	289	284
59349	1193	1311	958	889	676	649	443	429
51094	2388	2664	2098	1887	2584	2492	1542	1677
51706	1255	1315	1067	1099	584	526	366	384
100506747	4	5	4	5	4	2	2	4
92703	1626	1819	1458	1306	1810	1513	991	977
8497	29	21	20	26	75	55	57	44
105371687	0	0	0	0	0	0	1	0
4656	2	0	1	1	1	1	0	0
114004358	0	1	2	2	1	0	2	0
134	1	2	3	1	150	116	67	76
4608	2	1	1	2	17	25	17	15
1116	25	21	21	15	703	531	321	405
1118	1	1	0	0	3	0	0	0
100506775	7	5	4	3	0	0	0	0
730227	3	6	2	3	0	1	0	1
7832	729	802	591	575	818	763	530	556
2331	128	134	83	89	2	0	1	1
102723529	1	0	0	2	0	0	2	0
107985249	0	0	1	0	0	0	0	0
5549	1	3	3	0	0	1	2	2
26254	2	0	1	0	0	0	0	0
105371688	0	1	0	0	0	0	1	0
493	535	635	531	523	446	362	258	223
677843	2	0	0	0	0	0	0	0
84719	2	3	3	0	0	1	3	3
102723543	3	3	0	1	0	2	0	0
54900	5	12	4	8	1	0	1	1
9877	2904	3542	2649	2386	2213	1797	1344	1360
100381270	335	495	383	349	289	229	87	84
6635	2625	3013	1887	1600	2302	2149	1777	1973
105371689	0	1	0	0	0	0	1	1
284573	1	2	0	0	0	0	0	1
9580	1607	1688	1185	1301	631	593	389	402
55224	539	510	413	404	995	779	516	502
101929441	23	17	13	14	29	29	16	13
5972	0	0	0	0	1	0	1	2
3814	35	35	35	30	21	16	6	10
127845	498	470	359	344	581	522	438	447
22874	461	505	348	388	778	639	420	405
127841	3	6	0	0	10	5	5	4
84919	1547	2016	1502	1356	1241	1073	792	678
5287	850	920	676	686	140	100	80	87
100189122	0	1	1	0	0	1	0	0
100189425	0	1	0	0	0	0	0	0
4194	469	685	552	451	365	323	351	303
105371692	28	22	21	18	2	2	8	4
10446	6	3	4	4	1	0	1	1
105371693	0	1	0	0	0	0	0	0
105371695	1	0	1	0	0	0	0	0
105371694	0	0	0	0	0	0	0	0
23114	2	2	2	3	1	2	4	4
6900	1	2	3	2	1	2	0	0
388730	53	75	54	39	27	28	43	31
5929	828	1001	703	679	772	738	441	425
25778	113	150	96	93	405	316	276	205
9911	4	1	0	1	6	4	1	2
101929459	0	0	0	0	0	0	1	2
81788	131	156	133	125	235	181	136	124
55220	1	0	1	0	0	0	0	1
284576	0	0	1	0	0	0	1	2
105371698	0	0	0	0	0	0	0	0
93273	1	0	0	0	0	1	0	2
101669762	0	0	0	1	60	57	44	45
442891	0	0	0	0	0	0	0	0
284577	1	0	0	0	1	0	3	2
100189098	0	0	0	0	0	0	0	0
5129	450	457	311	340	625	489	381	419
284578	1	0	1	0	1	1	4	0
148808	12	8	5	0	47	35	18	20
2005	453	702	513	428	860	811	639	663
85414	366	369	267	263	127	91	76	93
105371701	6	5	3	0	0	1	0	0
64710	12689	16673	12092	10751	8889	7410	6115	5683
8934	916	1136	784	827	520	456	296	277
105371702	0	0	0	0	0	0	0	2
254428	52	61	45	54	266	256	159	153
148811	1	0	0	0	0	0	0	0
107985250	0	0	0	0	0	0	0	0
284581	0	1	1	0	0	1	1	0
115019	1	1	0	0	5	4	3	6
103021296	0	1	0	0	5	4	2	4
103021295	100	119	96	78	110	106	89	90
338382	1	0	0	0	47	24	15	16
1510	462	493	447	406	417	380	226	223
440712	2	4	4	2	19	16	13	4
105372857	17	23	4	14	76	60	57	63
553	1	0	1	0	0	4	1	2
105372869	0	0	0	0	0	0	0	0
105372873	0	0	0	0	0	0	0	0
729533	311	361	240	221	339	298	205	222
23380	848	1032	752	742	1310	1121	711	699
9641	130	149	130	146	126	111	63	93
102466202	0	0	0	0	0	0	0	0
83593	154	165	121	109	31	29	23	18
1939	1330	1312	973	1030	2572	2195	1466	1479
105372876	1	0	3	2	5	5	5	3
8444	50	64	44	49	266	286	157	157
9261	2085	2221	1860	1845	1607	1344	940	937
105372877	9	5	7	10	3	1	1	3
3586	0	0	0	1	1	0	0	0
29949	0	1	0	1	0	0	1	1
105372878	0	0	0	0	0	0	0	0
50604	0	0	0	0	0	0	0	0
105372879	0	0	0	0	0	0	0	0
11009	2	0	0	0	0	0	0	0
9214	5	1	2	1	0	1	4	5
5284	23	18	16	17	15	13	2	9
83953	10	5	2	4	0	0	0	1
79098	8	16	13	10	134	86	61	66
107984109	1	1	2	0	1	0	0	1
55432	863	1180	948	777	555	541	332	299
5208	425	513	389	344	306	297	157	156
725	438	493	331	318	3417	3045	2424	2730
722	453	497	327	337	4251	3751	2367	2645
107985251	2	7	6	4	24	15	10	6
1604	237	238	190	145	609	592	391	413
105372880	0	0	0	1	0	0	0	0
1380	0	0	0	0	0	1	2	2
1378	1	1	1	0	1	0	1	0
1379	0	1	0	0	0	0	0	1
4179	7001	8135	5861	5034	10976	9976	5899	6268
100128537	2	3	1	3	15	8	6	11
407026	1	0	1	0	1	2	1	1
407025	0	1	0	0	0	0	0	1
148696	1	2	0	0	3	0	0	2
947	2	1	0	0	0	1	0	4
107985253	1	0	3	0	0	1	2	0
105372883	0	0	0	1	0	2	1	0
5362	376	423	342	359	665	572	380	376
105372887	0	2	1	0	0	0	1	0
105372884	3	3	0	2	0	4	4	4
105372888	3	3	0	0	0	0	1	0
105372889	9	3	7	3	0	0	0	0
107985460	0	0	1	0	0	0	0	0
107985254	2	0	2	0	0	0	0	0
105372891	2	1	0	0	0	0	0	0
105372892	1	0	2	0	0	0	2	0
105372893	2	2	1	0	0	0	0	0
107985255	0	0	0	0	0	0	0	0
105372894	0	0	0	0	0	0	0	0
105372895	0	0	0	1	0	0	0	0
105372896	0	0	0	0	0	0	0	0
105372897	0	0	0	0	0	0	0	0
101929476	0	0	0	0	0	0	0	0
642587	0	0	0	0	0	0	0	0
406988	0	0	0	0	0	0	0	0
105372898	0	0	1	0	0	0	0	0
105372899	0	0	0	0	0	0	0	0
107985256	0	0	0	2	0	0	0	0
57172	0	0	0	0	0	0	0	0
3914	1	1	1	1	52	52	45	28
100422894	0	0	0	0	1	1	0	0
101930114	0	2	0	0	0	1	0	0
50486	0	0	0	0	0	1	0	0
3290	0	0	0	1	0	0	0	0
80342	1	1	1	1	0	1	0	1
148304	7	14	13	9	5	5	2	3
3664	1	2	0	1	0	1	2	1
27042	426	532	336	337	639	551	368	330
255928	1	0	3	1	1	1	1	0
574036	0	0	0	0	0	0	1	0
56256	1	1	2	0	0	0	0	3
107985257	1	1	0	0	0	1	0	0
55733	14	14	11	10	63	75	49	46
3756	2	0	0	1	1	0	1	0
105372901	0	1	0	0	1	0	0	0
100874296	0	0	0	0	0	0	0	0
105372902	8	7	6	4	2	2	4	9
55758	989	1129	846	744	644	580	404	423
7188	112	117	85	75	273	266	182	211
107985258	3	0	0	2	1	1	0	0
84791	222	196	127	151	41	27	29	29
107985259	3	5	4	2	1	1	0	1
343035	1	1	3	0	0	0	3	4
107985261	0	2	0	0	0	0	0	0
107985260	3	3	1	3	1	0	1	0
7779	754	902	680	639	2011	1812	1119	1120
105372903	0	0	0	0	20	22	14	15
105748977	2	1	0	0	1	4	2	1
4751	1310	1457	956	897	885	799	603	568
91548	2	2	0	1	0	0	1	0
105372904	0	0	0	0	0	0	0	0
9926	5197	7223	5357	4525	2608	2416	1794	1685
102723727	2	2	0	0	1	0	0	1
25896	1087	1235	901	774	896	795	482	487
51514	1385	1654	1211	1078	1514	1383	791	868
100131205	977	1001	737	638	1476	1265	989	1085
100422947	0	0	0	1	0	0	0	0
101929541	5	3	3	5	1	3	1	2
5525	1433	1495	1118	1120	2001	1772	1199	1178
107985262	2	1	0	1	0	2	0	0
692157	0	3	0	0	0	0	0	0
55248	302	282	249	222	377	300	190	182
105372906	12	11	9	5	6	1	3	7
29937	482	464	363	334	1050	958	699	774
105372907	0	0	0	0	0	0	0	0
105372908	0	0	0	0	0	0	0	0
101929565	0	0	2	0	0	0	0	0
467	320	339	292	238	380	285	227	260
149647	1	1	4	3	0	0	1	1
102723761	1	2	0	3	2	0	4	2
55509	21	25	23	33	4	6	5	4
25936	1552	1678	1306	1161	1678	1531	891	993
128387	249	286	206	193	194	213	140	150
149643	17	8	11	11	2	0	2	0
642946	87	94	62	64	164	141	135	119
28982	1532	1972	1464	1343	1005	888	646	608
79805	307	353	232	235	33	30	12	25
90806	477	612	412	366	455	380	283	253
26750	1153	1271	953	887	1027	988	587	571
105372912	7	2	1	1	4	4	5	1
100505832	95	117	75	82	65	54	45	43
100861504	3	4	5	6	4	1	2	1
5629	2441	3439	2372	2216	3213	2928	1807	1725
105372911	2	2	1	4	0	0	0	1
56950	1392	1560	1171	1139	3160	2645	1873	1999
107985263	195	239	183	168	421	364	327	354
5784	374	532	391	433	677	567	393	372
1063	6166	7346	5294	5458	4688	3807	2292	2357
105372916	0	0	0	0	7	10	2	4
105372915	0	0	0	0	3	6	4	6
3776	0	0	1	0	1	0	0	1
105372919	20	25	21	18	4	7	3	4
51133	6037	7009	4849	4509	2865	2500	1662	1615
7399	14	34	14	11	10	7	9	6
102723833	0	0	0	1	0	0	0	0
105372918	0	1	2	2	0	0	0	0
107985596	0	0	0	0	0	0	0	0
2104	60	97	78	65	0	0	2	1
107985461	0	0	0	0	0	0	0	0
105372920	0	0	0	0	0	0	0	0
55105	945	1048	794	697	498	423	271	291
128153	158	154	93	87	36	35	23	23
103752555	11	14	10	13	1	4	3	3
100885798	0	0	0	0	0	0	0	0
105372922	0	0	0	0	0	0	0	0
101929631	1	1	1	1	0	1	0	1
105372923	1	0	0	0	0	0	0	0
51018	1624	1959	1485	1301	971	859	688	697
728463	4	8	2	3	0	0	0	0
7042	165	204	173	178	2	1	4	2
103611157	29	28	33	24	0	0	1	1
440714	1	4	0	2	0	0	5	1
105372924	10	6	4	10	0	0	0	0
105372925	1	0	0	0	0	0	0	0
643723	14	14	9	10	3	1	0	2
127018	666	708	518	460	501	511	441	430
107984018	3	5	5	6	3	4	1	4
102723886	2	4	0	0	1	1	0	0
107985272	2	1	1	1	0	0	0	0
643136	390	500	351	319	308	250	205	196
105372926	1	7	7	10	0	2	0	0
55532	2535	3158	2079	2025	703	595	509	490
107985281	1	2	2	0	0	0	0	0
2058	8633	9948	7525	6946	7928	6608	4159	4016
10380	2324	2324	1787	1662	1168	1117	794	777
55699	5619	6237	4337	4086	6349	5420	3720	3797
105373475	1	3	0	0	1	0	0	1
406997	0	0	0	0	1	0	0	0
406969	0	0	0	0	0	0	0	0
25782	2361	2668	1895	1861	2061	1736	1022	1038
100302234	0	0	1	0	0	0	0	0
677818	0	0	1	0	0	0	0	0
6791	125	138	107	84	174	150	91	113
105372929	1	0	0	0	0	0	0	0
105372928	0	0	0	0	0	0	0	0
4139	1	1	1	0	0	0	1	0
79762	2734	3293	2248	2213	3246	2625	2023	2026
54996	666	754	496	492	583	456	306	358
64757	4103	4439	3164	2981	1350	1242	874	855
106481171	35	35	15	18	5	7	2	4
101929730	2	2	2	2	1	0	1	1
100873924	1	1	1	1	0	1	0	1
3142	15	22	15	16	9	10	5	4
105372930	0	0	1	0	0	0	0	0
101929750	0	1	0	0	0	0	0	0
107985296	0	2	1	1	0	0	0	0
105372932	0	0	0	0	0	0	0	0
400804	0	1	1	3	1	2	1	3
105372934	0	0	0	0	0	0	0	0
107985462	0	0	0	0	0	0	0	0
105372937	0	0	0	0	0	0	0	0
11221	216	212	180	169	202	185	114	108
105372945	2	1	2	2	0	0	4	2
107985300	0	0	0	0	0	0	0	0
101929771	1	1	0	0	0	0	0	0
105372950	0	0	0	0	0	0	0	0
110806276	0	0	0	0	0	0	0	0
107985307	0	0	0	0	1	0	0	0
100189378	0	1	0	0	1	0	0	0
105372956	5	11	9	6	7	5	3	3
79802	20	26	19	22	94	73	35	47
9015	379	454	311	254	257	235	167	186
100506161	81	74	48	47	20	20	12	7
107985318	0	2	1	2	0	0	3	1
375056	2982	3528	2614	2414	2473	2119	1272	1309
64853	1669	1967	1439	1285	1752	1580	1027	1030
148362	1299	1681	1269	1053	830	750	571	557
400823	32	35	32	27	50	58	52	56
105372984	0	1	0	0	0	1	0	0
84976	285	304	265	254	118	117	70	68
102724046	2	1	1	1	1	1	0	1
107985323	2	1	2	0	0	1	1	0
7100	26	28	18	15	0	0	0	1
55061	128	101	90	103	1	0	2	2
105373025	0	0	0	0	0	0	0	0
164127	1	0	0	0	0	0	0	0
105373034	0	1	0	0	0	0	0	0
388743	4	6	2	3	8	2	4	1
105373281	3	2	3	1	1	0	1	1
824	300	302	312	332	808	669	464	481
105373046	2	1	0	0	1	1	1	1
105373041	7	4	4	2	0	3	2	0
7159	2587	2804	2162	2071	967	792	500	461
441124	114	137	96	117	58	51	45	38
100287497	61	90	45	47	73	73	40	60
105373061	0	0	0	0	0	0	0	0
105373056	0	1	0	0	1	0	0	1
23219	1282	1527	1224	1086	760	625	407	390
8560	877	1024	745	693	1472	1320	753	861
101927143	0	0	2	2	1	0	1	2
101927164	81	81	73	60	43	48	32	35
4931	1139	1224	910	820	700	641	394	407
100313769	1	0	0	0	0	0	0	0
29097	1138	1297	1034	850	1509	1400	960	1061
80232	4075	4990	3756	3570	3050	2582	1680	1712
100616468	1	1	0	1	1	0	0	0
149111	56	65	47	59	20	24	13	15
102723817	1	3	3	3	0	0	1	0
105373106	6	3	5	2	0	0	3	2
107985338	2	3	0	4	1	0	0	0
105373108	0	0	0	0	0	0	0	0
105373109	0	0	0	0	0	0	0	0
127602	804	1021	723	727	222	180	113	132
3930	4311	5308	3844	3336	3435	3201	2048	2069
105373110	0	0	0	0	4	5	1	6
55740	8529	10231	8012	7452	8769	7500	4557	4468
102723834	5	2	5	4	11	4	6	5
107985352	1	1	0	1	1	0	1	1
6726	6810	8239	5454	4319	6375	6245	4296	4488
2052	1679	1705	1378	1269	7867	6631	4307	4354
9725	2211	2330	1838	1855	1255	1006	775	810
10637	36	32	25	22	9	9	6	7
29920	1735	1770	1365	1395	1674	1433	1091	1066
102466270	2	1	0	3	0	1	1	0
7044	18	14	16	15	3	6	6	1
163859	957	1181	948	751	577	507	388	342
3020	4437	4674	3078	2947	3603	3278	2452	2730
105373113	14	9	3	3	0	0	1	0
64746	1637	2044	1485	1388	1820	1537	1087	992
107985353	84	107	72	78	99	69	40	45
101927247	1	0	0	1	1	0	0	0
83881	13	16	11	13	52	44	54	35
286826	716	771	563	505	367	292	168	207
142	10191	10908	7706	7980	5665	4825	3312	3338
105373115	1	0	0	0	0	0	0	0
105373116	0	0	0	0	5	1	3	1
375057	1	2	2	2	0	0	0	1
3707	6	5	1	2	0	1	1	3
100506443	1	1	0	1	0	0	1	1
105373117	0	1	0	1	1	0	0	0
105373119	0	0	0	0	0	0	0	0
5664	77	106	61	68	314	268	189	196
107985354	0	1	0	0	0	0	2	0
56997	2107	2054	1574	1637	2843	2402	1824	1820
105379282	34	33	22	27	39	26	22	28
8476	1770	2133	1666	1654	1169	998	610	621
107985463	0	0	0	0	0	0	0	0
105373122	1	1	0	1	1	0	0	1
339500	259	317	210	213	83	107	70	75
401983	0	0	0	0	0	1	0	0
116841	1014	1054	809	801	835	729	504	546
65094	506	469	403	424	588	514	402	387
105373289	1	0	2	0	0	1	0	0
339501	0	1	0	1	1	0	0	0
7483	1	1	0	1	5	0	0	2
