GeneID	GSM6435443	GSM6435444	GSM6435445	GSM6435446	GSM6435447	GSM6435448	GSM6435449	GSM6435450	GSM6435451	GSM6435452	GSM6435453	GSM6435454	GSM6435455	GSM6435456
102465440	0	0	1	0	0	0	0	0	0	0	0	0	0	0
81888	249	402	383	273	259	349	253	241	242	275	241	307	196	317
5792	10705	13161	13533	9772	9811	13520	19080	12835	13762	15667	11316	14429	11524	15326
9682	4482	6684	6642	4497	4617	5996	5857	4507	4469	5375	5063	6417	4319	6998
100132774	418	601	558	352	365	489	476	407	436	447	485	590	373	566
6487	1318	1774	1721	1731	1645	2104	1906	1459	1266	1532	1336	1775	1397	2231
101929592	1	3	3	3	2	3	1	2	3	4	1	4	0	1
102464830	1	0	0	0	0	0	0	1	0	0	0	0	0	1
9048	22	36	47	29	23	30	12	27	19	26	17	28	23	25
105378688	55	66	102	98	92	178	66	54	38	75	53	56	43	64
101929609	162	195	270	222	225	261	211	163	206	268	240	305	200	353
9670	2705	3583	3281	2466	2703	3217	3615	3052	3265	3842	2513	3549	2285	4088
1802	1370	2210	1948	955	1379	1224	1678	1435	1380	1566	1339	2016	1241	2351
533	5741	7653	7174	8615	8844	9174	6592	5776	5347	6405	6897	8723	6367	12291
8704	3771	4575	5967	6938	6391	7033	4182	3725	2990	3749	4509	4826	4766	6530
149473	1039	1262	1012	557	567	583	863	984	1304	1612	462	1198	604	948
6536	941	1344	1636	1476	1512	1760	1477	1335	1245	1688	1463	2044	1224	2254
107984948	22	23	23	30	51	65	63	40	31	66	47	48	46	73
128209	1	6	0	6	2	2	2	2	2	0	5	0	0	3
105378952	0	1	0	0	0	1	0	0	0	0	3	0	2	0
55929	2117	2648	2794	2398	2668	2675	2330	1831	1995	2517	2339	3036	2141	3807
79033	3945	5885	5098	4204	4311	4701	4322	3974	3761	4443	3705	5347	3454	5801
100874278	31	45	42	15	17	29	36	39	38	44	16	30	27	31
106635545	1	0	0	0	0	0	0	0	0	0	0	0	0	0
55182	2759	3731	3863	4713	4667	6079	3605	2942	2559	3210	3420	4354	3539	5507
107984951	3	2	5	4	5	4	1	0	2	2	2	0	3	3
100847089	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984950	806	1077	1177	1145	1172	1441	1102	894	868	1032	1011	1307	1006	1618
79639	378	463	448	475	516	570	474	449	398	482	425	548	446	713
109623472	0	4	1	0	1	0	2	0	1	1	0	4	0	1
339541	561	738	534	234	283	253	504	511	597	662	358	530	324	554
105378690	103	128	101	46	52	62	96	83	116	152	60	81	48	92
26828	4	4	6	3	2	3	5	3	10	4	6	3	2	4
26830	0	5	1	1	1	0	1	0	0	0	0	0	1	3
11004	1174	1594	1479	108	417	182	3599	2331	1978	1738	2551	2850	2613	2039
109623476	8	8	5	0	1	0	10	8	3	4	11	2	5	0
6202	61959	82436	68753	50324	62394	56338	77003	66248	50248	55673	63523	78340	63586	86953
26811	23	11	18	169	171	167	16	16	21	73	261	77	19	86
94161	23	34	53	17	19	38	34	32	26	32	19	40	17	33
94162	42	53	65	35	33	49	66	46	23	51	36	47	33	53
94163	17	18	9	12	8	6	32	23	19	26	9	18	14	10
266675	161	217	207	57	93	65	86	159	286	471	6	60	18	21
1263	917	1236	1011	1118	1037	1214	1183	955	936	1383	1059	1146	1094	1169
343521	277	292	186	36	84	39	223	291	346	472	45	207	69	59
149478	268	358	230	36	52	35	157	194	400	478	48	189	70	88
107984952	87	108	81	15	19	13	70	67	124	133	31	63	25	31
8643	415	705	879	786	565	831	273	266	343	427	279	288	191	310
8891	999	1408	1385	1212	1469	1650	1646	1336	1123	1396	1266	1580	1402	1806
79654	1638	2362	2421	1768	1728	2377	1913	1560	1515	1925	1512	1860	1439	2479
7389	2710	3802	2933	1680	1907	2004	3023	2402	2250	2756	2013	3439	2137	3457
57643	1721	2488	2460	2669	2381	3583	1963	1342	1217	1628	2069	2392	1828	2548
105378691	32	64	48	33	56	41	81	55	79	100	52	81	58	116
400752	32	64	46	33	56	39	81	55	78	99	52	81	57	116
84842	25	63	65	44	51	50	14	7	3	8	29	23	28	21
4595	966	1216	1167	772	981	880	1341	1114	1181	1306	1395	1755	1368	1887
114034	569	828	776	742	732	834	729	581	574	696	806	1246	772	1206
10420	178	291	102	42	51	67	122	142	142	176	49	97	62	114
126661	181	307	273	204	290	292	113	74	63	80	70	85	50	134
25974	2930	3987	3032	1265	1827	1582	3290	3047	3042	3766	2024	3496	2221	3241
5052	9204	14056	9883	4251	6139	5264	11693	10991	11169	13204	6844	12035	7617	11502
10327	4888	7153	5246	3234	3885	3862	6664	5731	4995	5662	4324	6016	4646	6095
4678	10438	14545	14096	6215	6477	8252	14074	10138	9458	11064	13751	18168	12536	15153
149483	66	60	58	38	59	54	55	54	83	72	61	70	60	77
60313	3366	5035	4008	3136	3985	4095	6025	4735	5045	5806	3681	5057	4009	6045
728963	6	2	4	4	5	3	12	5	10	8	4	3	4	0
51249	1202	1665	1378	905	1194	1223	1686	1252	1205	1380	1338	1881	1361	2039
3652	586	1007	763	414	546	597	991	824	703	977	545	814	629	698
105378693	0	0	0	1	0	0	0	0	0	0	5	0	0	2
23139	4439	6179	8248	10116	10066	13489	6902	5339	5151	7046	6975	7433	6290	10934
105378694	0	1	0	0	0	0	1	1	0	0	0	3	0	0
110117499	2104	3313	3586	4385	3922	5018	2976	2415	1682	2466	4152	4007	3548	4464
8503	2457	3777	4199	5064	4511	5680	3383	2793	1951	2863	4854	4679	4132	5229
101929626	3	6	6	6	6	1	3	4	1	4	5	5	4	4
10103	398	416	309	42	41	50	284	354	428	471	30	297	67	96
110117498	0	0	1	0	0	2	0	0	0	0	0	0	0	0
55624	4782	6505	5776	4016	4002	4871	5890	4865	5094	5972	3688	5609	3792	5311
541468	87	109	121	168	153	179	81	83	84	111	63	61	73	122
8438	506	806	689	157	195	205	1005	643	615	683	828	1247	693	725
10489	4909	6998	6067	5052	5610	6116	7071	5805	5986	6863	4922	7217	4965	8660
7388	9741	12553	9491	8253	8911	9411	10186	9705	8410	10131	7833	11341	7415	12054
387338	875	1381	1094	663	780	877	1237	951	940	1179	805	1272	887	1427
2166	1104	1606	1691	1169	1044	1234	661	739	707	855	650	944	559	1038
729041	6	13	14	19	9	23	24	14	23	16	12	9	9	37
101929651	1	0	0	1	0	3	1	1	0	1	1	1	0	0
127343	60	58	38	130	454	169	83	72	65	133	130	52	105	142
105378696	0	0	2	7	3	2	0	0	0	0	0	0	2	0
100507423	92	121	98	54	91	98	96	77	113	122	74	128	72	120
148930	28	54	83	8	16	5	31	31	44	49	9	39	16	26
8569	696	979	748	422	600	562	787	622	775	913	616	900	585	961
148932	77	97	82	90	80	93	109	135	119	140	80	123	67	156
105378697	3	3	1	2	6	3	4	0	6	6	1	7	5	14
64756	3383	4810	3648	2376	3092	2819	4477	3956	3651	4608	3395	5218	3439	5480
374973	10	11	9	7	2	10	14	2	7	9	5	11	11	9
100130197	78	131	101	46	65	70	98	86	75	105	45	99	48	87
9813	2913	4442	3061	1506	1821	2129	3108	2560	2689	3491	1760	2908	1777	2757
105378698	12	4	10	7	1	7	14	8	9	9	2	1	3	8
105378699	0	0	0	0	0	0	0	0	0	0	0	1	0	0
1580	4	5	0	1	0	0	1	0	0	0	0	5	0	0
163720	0	2	1	0	0	1	0	0	1	0	0	0	0	1
1579	12	5	5	10	7	13	9	0	3	1	8	4	6	6
260293	153	200	374	531	244	626	81	60	35	64	100	182	102	142
199974	4	5	7	11	1	12	4	0	1	4	2	4	0	2
284541	1	0	1	0	0	6	1	0	1	0	1	1	0	3
105378701	4	7	11	0	0	0	4	3	2	0	1	5	1	1
100874253	5	3	9	3	4	1	3	5	9	3	2	3	6	13
10158	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6886	4	1	5	6	3	27	12	7	7	11	16	7	10	12
6491	487	668	492	86	133	120	1063	784	748	909	612	962	625	592
51727	4981	6678	4854	3948	5166	4659	5944	5436	4454	7052	4104	5470	4694	7167
102724077	23	24	23	22	29	39	24	15	12	25	25	32	24	45
2301	0	0	5	9	7	10	1	0	6	6	7	7	7	4
84793	8	8	5	0	1	1	26	20	25	24	8	10	14	3
2306	0	1	0	1	3	0	0	1	1	0	0	2	0	0
107984953	0	0	0	0	0	0	0	0	0	0	5	3	0	0
388630	205	304	190	22	48	31	595	444	638	722	416	826	402	756
105379778	3	2	3	2	0	0	7	4	5	8	0	4	3	5
391037	19	20	13	1	3	1	28	19	16	18	2	8	2	10
200010	41	38	29	11	6	18	27	15	40	27	23	30	22	14
54558	1340	1819	1065	523	676	732	1781	1584	1707	2298	845	1650	866	1237
84871	23	31	33	28	31	40	277	306	349	498	80	235	92	135
79656	935	1143	1321	2068	2181	2375	1270	1085	869	1118	1783	1744	1666	2992
105378706	0	2	0	0	0	0	0	1	0	0	0	0	0	0
101929721	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100874313	0	0	0	0	0	0	2	2	1	1	0	1	0	0
107984954	0	0	0	0	0	0	0	0	0	3	0	0	0	0
105378708	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	1778	2231	3236	2329	1449	4001	3233	2224	1301	2047	4696	4125	4752	6891
105378709	0	0	0	0	0	0	0	0	0	0	0	0	1	0
107984955	9	12	5	3	17	8	17	25	14	18	28	26	27	26
105378711	1	0	0	0	2	0	0	0	1	0	1	1	1	2
105378710	1	0	0	1	2	0	0	0	1	0	1	1	1	2
105378712	3	6	7	9	7	8	0	1	0	1	3	0	1	0
63950	1040	977	978	22	29	18	226	159	277	240	65	160	68	112
105378714	81	82	95	5	2	2	25	13	33	15	2	9	5	10
11124	2585	3582	3633	2789	2618	3346	3210	2476	2254	2654	2852	3443	2644	4326
105378715	3	3	10	5	0	3	11	4	3	7	0	6	0	4
112268262	2	5	2	2	1	1	3	0	3	1	1	8	1	1
1031	197	234	246	17	54	22	189	127	86	94	156	167	174	166
100616189	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102466656	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378716	14	15	16	13	29	27	14	9	14	3	24	15	10	30
26994	6097	7471	5971	8491	7790	9274	5954	5358	4355	6818	5110	6316	5336	7767
22996	48	62	62	62	47	63	45	33	53	47	20	27	22	54
105378717	0	0	0	0	0	3	0	0	0	0	1	0	0	0
102724097	0	0	0	1	1	1	0	0	0	0	0	0	0	0
2060	4786	6680	6949	9040	9907	11857	7194	5794	4782	6717	6601	7574	6703	10553
105378720	9	5	4	1	4	2	1	3	1	9	1	4	3	8
441884	3	5	4	4	1	1	2	4	5	6	1	3	2	7
105378719	0	1	0	0	0	1	0	0	0	1	0	0	0	0
114883	5225	7040	5616	3985	4629	5300	6511	5220	5263	6289	5024	7064	5048	7496
4898	7317	10706	10297	6921	7809	8809	9974	7747	7740	9666	7290	10094	7353	11557
105378721	508	731	636	425	469	555	680	527	501	668	434	609	464	718
100313892	47	69	70	32	50	62	70	52	59	72	42	62	56	74
5865	3854	5669	5975	7374	6523	10491	5131	5488	4287	7126	4685	5278	6473	6603
51060	3157	4243	3645	2657	3218	2987	5018	4053	4023	4734	3735	5368	3908	5538
112970	202	292	208	145	186	170	199	185	203	215	197	289	186	320
104355143	0	1	1	4	0	3	1	3	2	4	2	3	4	2
91408	6515	9172	8263	9359	10231	10757	10345	8527	6066	8576	9213	10849	10257	12696
107984956	3	1	2	4	3	10	1	1	2	1	2	3	0	4
9372	2059	3082	2909	3203	3028	3935	2275	1961	1868	2430	1965	2759	1931	3424
200014	1650	2364	2162	1644	1538	1777	1683	1605	1849	2219	1373	1985	1339	2282
4998	341	515	416	32	53	48	700	513	316	301	644	919	615	524
84950	3770	5607	4519	3084	3692	3989	4968	4007	3785	4919	3578	5389	3685	5580
23318	3831	5829	5255	3307	4097	4717	6665	4709	5119	6006	4480	6335	4749	6654
105378723	2	3	0	1	0	3	3	0	1	1	0	0	2	1
2882	328	519	356	51	117	75	90	76	78	83	41	68	42	78
348378	11	11	9	2	11	6	11	8	7	4	14	20	14	15
65260	1537	2253	2671	2946	2696	3408	1664	1360	1148	1632	1881	2187	1718	3040
79699	2505	3473	3209	4787	4062	6066	3107	2461	1895	2933	2387	2913	2492	3458
440590	38	53	35	20	33	33	40	50	35	51	33	42	28	33
55268	113	148	158	85	75	98	50	45	51	51	38	55	21	26
6342	3781	5259	3623	2877	3663	2993	4966	4416	4275	5263	3124	4909	3604	5241
127435	16	21	25	71	83	73	23	24	18	18	12	11	23	31
6512	13	6	3	4	11	6	5	6	3	5	3	2	4	6
105378724	0	1	0	0	0	0	0	1	0	0	0	0	0	0
1376	2692	3502	1899	800	1143	1052	2775	2717	2910	3785	1161	2330	1275	2024
54987	1732	2465	2272	1786	2370	2244	2439	1968	1963	2205	2042	2674	2087	3088
4116	1492	2033	1539	883	1168	1055	2001	1781	1558	1850	1758	2488	1619	2334
100507564	115	158	127	60	70	81	89	81	84	92	64	105	59	93
7804	3313	5041	5445	3744	3816	5033	3868	2725	2527	3319	2964	3300	3012	3977
105378728	99	156	184	143	127	160	154	94	95	121	110	105	92	139
105378726	114	172	166	93	103	92	97	78	113	104	83	121	92	138
105378732	12	10	9	22	22	30	13	3	8	10	11	11	7	21
105378731	7	19	19	34	18	45	7	7	16	14	14	22	12	34
105378730	10	12	32	43	23	35	10	6	8	8	9	12	21	15
107984957	2	0	2	0	0	1	0	0	0	0	4	3	0	0
163742	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378733	0	0	0	2	0	0	0	0	0	0	0	0	0	0
63948	0	0	0	0	0	0	0	0	0	0	0	1	0	0
148979	5	13	7	61	52	34	18	25	37	26	15	23	15	42
55706	1710	2685	2070	1044	1261	1299	2331	1874	1459	2012	1795	2878	1978	2123
54432	1349	1960	1869	1744	2142	2291	2179	1831	1689	1919	1731	2404	1877	2766
1733	3	9	9	1	3	3	2	4	8	9	1	25	4	4
51668	1373	1800	1244	835	1042	1002	1557	1579	1287	1753	986	1810	995	1275
115353	1745	2546	1928	886	1034	1039	2407	2065	2116	2530	1680	2589	1801	2394
388633	23	18	15	1	17	2	43	51	98	114	0	40	2	2
9528	9922	12883	9326	7086	8308	7783	11874	11313	11315	13714	7165	12414	7696	12439
127428	1075	1577	1174	612	814	935	1597	1169	1313	1486	920	1402	933	1161
100616315	0	1	0	0	0	0	1	0	0	0	0	0	0	0
200008	5	6	7	11	12	26	13	19	10	21	11	8	17	24
606495	529	801	599	267	359	380	849	655	709	771	589	873	606	754
51253	2733	3578	3047	1701	2056	2168	3626	3014	2691	3049	2619	3846	2633	4020
23648	6636	9328	9668	9829	9961	11473	11433	9132	8040	10104	12244	14162	10501	16829
619518	73	87	112	98	82	147	83	86	74	121	59	94	69	108
105378735	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378734	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26027	119	177	85	2	15	14	44	39	65	91	20	54	20	22
338094	21	19	10	0	2	0	3	5	10	13	2	13	2	4
100527960	810	1111	970	688	826	834	978	819	847	1000	798	1158	823	1278
374977	87	99	62	3	6	4	18	31	35	64	4	15	6	13
7268	737	1032	927	704	837	850	972	799	817	955	808	1164	836	1289
25973	390	583	465	335	389	415	601	443	573	618	370	540	413	696
55001	1	0	0	1	0	0	0	0	0	0	0	0	2	3
163747	2	2	5	14	6	20	5	1	8	5	7	2	18	4
1718	7557	10973	10939	9441	8562	13546	10323	7894	6420	7406	10693	13572	9329	13800
107984958	8	21	2	3	2	3	13	5	20	12	3	10	3	8
107985760	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378736	0	0	0	0	0	0	0	0	0	0	0	1	0	0
199964	1	3	1	0	1	0	0	0	5	2	1	1	2	0
7809	0	2	0	0	0	0	3	1	0	2	0	0	0	0
255738	144	165	118	10	33	14	59	74	100	86	35	74	35	32
23358	4574	6383	5849	4061	4202	5990	6105	4310	4594	5678	4244	6179	4448	6878
100507634	27	34	33	43	58	59	41	24	29	30	21	52	51	55
109729135	0	1	0	0	0	0	3	0	0	0	0	0	0	3
100616272	0	0	0	0	0	0	0	0	0	0	0	1	0	0
105378740	129	181	80	2	20	2	110	169	121	167	5	170	10	1
105378739	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378738	0	0	0	0	0	0	0	0	0	1	0	2	0	4
105378737	4	2	1	2	1	1	3	8	2	3	1	6	3	0
105378741	2	2	0	0	0	0	2	2	1	2	3	0	0	1
105378744	1	1	0	0	0	0	1	0	0	0	0	0	0	1
8613	4484	6443	4900	2586	3365	3486	7327	5169	5934	6305	4062	7146	4413	6501
101929935	1	4	1	2	2	1	2	1	2	5	1	2	2	0
5563	1468	1797	1239	988	1025	1324	1744	1272	1301	1759	781	1409	1012	1141
199920	1416	1566	1034	45	158	136	1418	1119	1451	1774	466	1510	840	980
731	2	3	3	2	0	0	7	3	8	5	0	1	0	4
732	0	0	0	0	0	0	1	0	1	3	0	0	1	1
105378745	1	2	0	0	0	0	0	0	0	0	1	0	0	0
112267900	208	284	305	166	175	290	133	113	72	94	169	163	169	270
1600	2453	3318	3173	1741	1352	2153	1281	951	707	941	1871	1637	1609	2127
105378748	6	5	5	1	0	6	1	2	1	5	2	3	3	3
105378747	1	2	0	0	0	3	0	0	0	1	1	1	0	2
101926890	0	0	2	0	0	0	0	0	0	0	1	0	0	0
105378746	0	0	0	2	0	4	0	0	0	0	2	0	1	1
107984960	0	7	2	0	2	0	1	0	2	1	3	0	0	2
115209	1134	1508	764	207	434	339	1002	1166	1205	1561	684	1074	635	785
4070	9	2	2	1	0	0	2	3	7	15	3	7	1	2
114803	2511	3329	2820	1867	1903	2959	2972	1948	1967	2840	1853	2625	1925	2470
112268263	32	29	12	0	2	1	19	10	19	47	1	22	0	0
105378751	76	83	29	0	4	0	21	39	53	73	6	35	0	2
3725	3193	3530	3215	2977	3863	3452	4090	3430	4141	5015	4922	5528	4809	9151
100131060	10	9	12	10	11	15	9	22	11	14	4	12	14	29
101926907	6	10	11	4	4	6	6	4	7	12	4	9	5	13
107984961	0	0	0	0	0	2	0	0	1	1	0	0	0	3
105378753	5	6	4	1	0	3	8	5	2	5	1	2	3	4
101926925	0	0	0	0	1	0	2	0	3	2	1	0	2	5
729467	0	0	0	2	0	5	2	0	0	0	0	0	1	0
105378756	32	35	48	65	54	85	44	21	13	26	36	47	42	67
55277	484	648	357	127	235	233	776	500	458	546	497	689	454	527
100616409	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101926944	1	4	2	0	1	1	0	4	0	2	0	1	2	3
105378758	0	0	0	2	1	0	0	0	0	4	0	0	3	0
51361	1322	1750	1036	827	784	1133	1201	1080	1149	1578	364	953	495	853
1573	12	18	17	10	2	3	6	1	3	7	3	2	0	6
127795	22	50	24	0	6	1	7	8	17	26	0	5	0	1
105378760	2	3	1	0	3	0	1	0	0	0	0	0	0	0
107984963	0	0	0	0	0	0	0	0	0	0	0	0	0	1
105378761	0	6	1	0	0	0	0	0	0	0	0	0	0	0
107984962	0	4	5	1	0	0	5	4	0	4	0	1	0	1
107985379	0	2	10	3	3	1	1	0	0	2	0	0	0	2
105378763	43	52	47	6	4	4	31	14	19	16	8	12	19	10
101926964	174	232	249	13	13	15	110	66	50	84	18	20	32	41
105378764	2	11	4	0	0	0	9	2	10	13	1	10	1	12
100996570	50	81	35	35	17	25	115	79	79	102	32	105	28	99
4774	4199	5559	3272	668	705	822	2699	2482	2775	3543	783	3051	978	1740
645030	1	3	0	0	0	0	0	1	3	5	5	1	0	0
105378766	0	1	1	3	2	2	3	3	2	4	2	4	1	1
107984964	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414927	0	0	0	0	1	0	0	0	4	3	0	4	0	3
83941	1839	2461	1755	1334	1532	1499	2274	1986	1941	2449	1321	2379	1490	2529
10207	1363	1954	1273	1234	1240	1771	1668	1463	1670	2009	753	1612	727	1395
113219465	0	0	1	0	0	0	0	0	0	0	0	0	0	0
107984965	0	2	0	0	0	0	0	1	2	2	0	0	1	0
100422902	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422946	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54596	2	0	7	1	2	2	2	1	1	0	0	1	0	1
163782	51	106	142	71	147	211	48	37	53	50	38	77	30	61
105378768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7398	2105	3196	2560	1592	1646	1643	3060	2403	1856	2560	2733	4065	2706	2842
85440	4304	6498	6001	4724	4903	6065	6387	4835	4358	5590	4912	6657	5520	7059
27329	5	4	6	11	5	6	11	17	10	4	2	12	16	7
84938	735	1087	818	971	1047	1173	1192	1009	913	1193	692	1095	913	1126
105378769	0	0	0	0	0	0	0	0	0	0	0	0	0	0
199899	6	1	0	7	2	19	1	1	0	0	0	1	2	1
105378770	0	0	0	1	0	0	0	0	0	0	0	0	0	0
100996301	3	0	0	366	158	554	9	8	1	3	11	11	2	14
27022	0	0	0	109	63	179	1	1	0	0	3	1	2	14
102464823	0	0	0	0	0	0	0	0	0	0	0	0	0	1
29929	842	1167	816	732	731	834	960	868	704	1128	604	1237	819	975
23421	658	932	777	327	425	332	1139	905	709	743	900	1230	965	892
102724319	2	3	0	0	0	0	3	3	1	1	0	3	0	4
84455	1435	2012	1653	1334	1621	1604	1680	1558	1527	1968	1118	1788	1247	1673
79469	72	75	77	53	57	93	43	30	43	67	49	56	43	45
5236	1712	2355	1710	935	1062	1255	1517	1386	1482	1806	795	1272	845	1222
105378771	1	0	1	0	0	3	0	0	1	2	0	1	0	0
4919	468	793	435	40	75	61	595	466	547	646	159	641	224	288
105378772	0	0	0	0	0	0	0	0	0	0	1	0	0	0
101927034	1	0	1	0	0	0	1	7	0	5	1	0	1	0
105378773	2	5	1	1	0	2	3	3	1	3	0	3	0	1
148581	0	2	0	0	0	0	0	0	2	0	0	0	0	0
105378774	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107984966	37	59	23	11	23	17	33	25	25	33	44	45	36	53
57685	7552	9921	6189	2670	2667	4053	6580	4600	5398	6232	4083	6551	4159	6687
100616338	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55225	1964	2519	1757	1008	1013	1314	1871	1495	1525	1826	1204	1851	1314	1498
3716	6911	9705	7163	6403	6033	9522	8705	7113	7801	10199	4813	8964	5308	8849
101927084	4	10	12	4	4	3	16	12	9	25	6	15	13	20
100500854	10	9	7	6	10	12	13	12	9	11	14	18	24	9
406893	0	0	2	0	0	0	1	0	0	0	1	0	2	0
205	1148	1928	1122	1592	1944	2137	2004	1762	1498	1871	1435	1898	1379	1686
9829	3065	4282	5269	10412	6662	12502	3091	2482	1687	2800	3476	3536	3423	4815
102724416	34	32	55	50	71	74	29	26	34	43	46	51	34	104
112268227	0	1	5	2	3	5	3	1	2	3	3	3	3	3
3953	1291	1801	1072	687	858	858	2028	1827	1558	2251	602	1245	874	1186
54741	2713	3884	2481	1597	2014	1934	2451	2292	2071	2979	1567	2841	1808	2249
5142	1637	2279	3066	5927	5669	7382	2974	2515	1413	2587	3775	3638	3788	5301
101927139	0	0	0	0	3	0	0	0	0	0	0	1	0	0
105378776	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84251	1284	1785	2689	5118	4253	6600	921	643	465	755	1278	1132	1197	1833
100422871	0	3	2	2	3	7	2	0	0	0	1	0	1	0
200132	2095	2386	925	69	259	66	909	1302	1387	1732	12	824	79	70
10022	13	9	7	4	2	6	6	3	8	13	6	12	5	20
79819	1661	2486	1339	603	710	693	1439	1780	1908	2495	470	1891	518	964
57708	1148	1476	1133	1093	1342	1334	1680	1242	1115	1505	1041	1524	1125	1572
23169	1397	2185	1887	1321	1645	1732	1632	1280	1262	1683	1277	1759	1347	2021
400757	0	4	0	0	2	0	5	10	5	5	0	0	0	0
149233	2	1	1	0	0	0	1	1	1	3	0	1	0	0
3595	5	9	6	3	0	4	6	2	3	3	4	7	3	8
105378779	1	0	2	1	0	4	0	2	2	3	0	6	3	4
26135	13119	16555	12498	9524	10475	10813	14231	12496	11264	14829	12614	18152	12594	15392
102724481	0	0	0	0	0	1	0	0	0	0	0	0	0	0
105378780	0	0	0	0	0	0	0	0	0	0	0	2	0	0
1647	1481	1616	1101	559	869	704	1118	1053	869	1320	957	1139	976	1289
55970	3846	4863	2391	1072	1494	1270	2298	2390	2312	3079	712	2016	1216	1530
105378781	1	3	1	0	1	0	0	0	1	0	0	0	0	0
100289178	301	335	181	27	68	45	404	337	373	427	146	325	222	227
9077	1293	1698	1515	502	383	774	215	173	197	233	165	146	262	203
79971	24909	33232	18713	2685	5921	3615	43267	32188	36240	42952	21267	45266	27001	42492
100302279	2	0	0	0	0	0	0	0	0	0	0	1	0	0
105378782	20	22	8	0	2	0	10	25	26	33	4	42	18	15
6121	4190	4967	1554	108	312	104	1530	2127	1650	2353	67	1535	124	165
55635	466	528	357	37	103	31	1086	824	629	771	531	813	642	456
101927220	0	2	0	0	0	0	0	3	4	1	1	8	1	1
107984967	3	8	5	0	2	5	7	5	9	14	5	1	4	7
105378783	0	0	0	0	0	0	1	1	0	0	5	0	0	0
105378785	0	5	5	0	1	0	1	1	1	1	2	1	3	1
105378787	1	2	0	0	0	0	1	0	0	0	0	6	3	1
105378786	1	1	0	0	0	0	0	0	0	0	0	0	0	0
105378788	0	2	0	0	0	0	0	1	0	0	0	0	2	0
105378789	5	1	1	0	1	0	1	3	2	1	2	0	0	0
105378790	1	2	2	0	0	0	2	4	2	1	1	3	3	1
57554	1295	1703	2246	2207	1951	3076	693	668	493	837	762	854	758	1198
5301	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378792	109	198	227	132	131	180	69	39	44	63	66	82	65	121
55631	1701	2434	2468	3094	3084	3481	2425	2027	1344	1994	2237	2722	2559	3126
9295	11697	13756	10362	9418	8978	12110	12455	9559	8434	12271	8387	11653	9141	10104
81573	1367	1935	1805	1840	1740	2212	1647	1394	1224	1557	1298	1594	1361	1827
11147	565	783	643	444	568	444	777	708	713	903	532	838	512	932
102724548	15	24	30	5	19	20	20	19	21	17	10	11	9	7
1491	934	1262	972	329	487	567	2109	1603	1707	1860	927	1516	1010	1281
105378793	0	1	2	0	0	0	1	1	1	0	4	0	1	2
105378794	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927244	0	0	0	1	0	0	0	0	0	0	0	0	0	0
102724572	2	1	1	0	0	1	1	0	0	1	0	0	0	0
5733	254	286	155	172	141	161	14	31	9	26	21	33	24	23
107985517	9	2	0	0	0	0	1	3	1	0	0	0	1	0
100132618	682	920	802	628	701	746	1011	746	782	894	766	1032	757	947
9406	7354	9413	7000	6911	7281	8097	9614	7887	6592	9192	6073	8882	7064	8317
406962	77	65	32	66	52	72	51	37	31	68	16	35	32	43
100852410	21	28	26	10	12	25	38	23	16	27	26	28	29	31
105378795	0	0	0	0	0	1	0	0	2	0	0	1	0	1
257194	1926	2645	3137	5930	4826	5818	1747	1759	896	1952	2191	2195	2685	2361
100852409	1	0	0	0	0	0	0	0	0	1	0	0	0	0
105378797	40	101	51	61	69	63	45	42	39	59	59	69	67	79
105378796	2	1	5	0	0	1	3	2	1	11	0	4	2	1
105378798	0	5	4	4	5	7	11	8	9	1	4	3	8	13
339468	0	2	2	3	2	10	2	5	1	2	4	0	3	7
105378799	0	0	1	3	3	4	0	2	1	1	2	0	4	1
105378800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927295	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105378801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985391	1	1	0	0	0	0	0	0	0	0	0	0	0	0
105378802	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109729166	22	37	19	3	10	5	4	11	2	15	4	9	9	8
127255	10	22	7	4	6	4	0	0	3	0	0	0	0	0
