#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RPS27A	RPS7	9606.ENSP00000272317	9606.ENSP00000339095	0	0	0	0	0.965	0.987	0.900	0.335	0.999
RPS27A	RPS8	9606.ENSP00000272317	9606.ENSP00000379888	0	0	0	0	0.978	0.995	0.900	0.292	0.999
RPS27A	RPS9	9606.ENSP00000272317	9606.ENSP00000302896	0	0	0	0	0.944	0.987	0.900	0.181	0.999
RPS27A	RPS3A	9606.ENSP00000272317	9606.ENSP00000346050	0	0	0	0	0.982	0.995	0.900	0.248	0.999
RPS27A	RPS29	9606.ENSP00000272317	9606.ENSP00000379339	0	0	0	0	0.975	0.987	0.900	0.456	0.999
RPS27A	RPSA	9606.ENSP00000272317	9606.ENSP00000346067	0	0	0	0	0.901	0.987	0.900	0.263	0.999
RPS27A	RPS4X	9606.ENSP00000272317	9606.ENSP00000362744	0	0	0	0	0.978	0.995	0.900	0.327	0.999
RPS29	RPS3	9606.ENSP00000379339	9606.ENSP00000278572	0.219	0	0	0	0.994	0.987	0.900	0.838	0.999
RPS29	RPS9	9606.ENSP00000379339	9606.ENSP00000302896	0.167	0	0	0	0.938	0.997	0.900	0.945	0.999
RPS29	TCP1	9606.ENSP00000379339	9606.ENSP00000317334	0	0	0	0	0.392	0	0	0.077	0.415
RPS29	RPS7	9606.ENSP00000379339	9606.ENSP00000339095	0	0	0	0	0.993	0.990	0.900	0.669	0.999
RPS29	RPS3A	9606.ENSP00000379339	9606.ENSP00000346050	0	0	0	0	0.997	0.990	0.900	0.678	0.999
RPS29	RPSA	9606.ENSP00000379339	9606.ENSP00000346067	0.076	0	0	0	0.936	0.983	0.900	0.652	0.999
RPS29	RPS4X	9606.ENSP00000379339	9606.ENSP00000362744	0.219	0	0	0	0.992	0.990	0.900	0.536	0.999
RPS29	RPS6	9606.ENSP00000379339	9606.ENSP00000369757	0	0	0	0	0.997	0.990	0.900	0.656	0.999
RPS29	SRP54	9606.ENSP00000379339	9606.ENSP00000451818	0.060	0	0	0	0.072	0.800	0	0.078	0.817
RPS29	RPS8	9606.ENSP00000379339	9606.ENSP00000379888	0	0	0	0	0.994	0.995	0.900	0.786	0.999
RPS3	SRSF6	9606.ENSP00000278572	9606.ENSP00000244020	0	0	0	0	0.518	0.130	0	0.257	0.661
RPS3	SRPR	9606.ENSP00000278572	9606.ENSP00000328023	0.183	0	0	0	0.083	0	0	0.302	0.431
RPS3	SLC25A5	9606.ENSP00000278572	9606.ENSP00000360671	0	0	0	0	0.255	0.209	0	0.131	0.444
RPS3	ZNF598	9606.ENSP00000278572	9606.ENSP00000411409	0	0	0	0	0.070	0.340	0	0.583	0.722
RPS3	TCP1	9606.ENSP00000278572	9606.ENSP00000317334	0	0	0	0	0.666	0.150	0	0.372	0.806
RPS3	RPS3A	9606.ENSP00000278572	9606.ENSP00000346050	0	0	0.265	0	0.995	0.992	0.900	0.773	0.999
RPS3	RPS4X	9606.ENSP00000278572	9606.ENSP00000362744	0.295	0	0.282	0	0.997	0.992	0.900	0.710	0.999
RPS3	RPSA	9606.ENSP00000278572	9606.ENSP00000346067	0.149	0	0.231	0	0.993	0.972	0.900	0.710	0.999
RPS3	RPS8	9606.ENSP00000278572	9606.ENSP00000379888	0	0	0	0	0.995	0.992	0.900	0.895	0.999
RPS3	RPS9	9606.ENSP00000278572	9606.ENSP00000302896	0.219	0	0	0	0.992	0.992	0.900	0.779	0.999
RPS3	RPS7	9606.ENSP00000278572	9606.ENSP00000339095	0	0	0	0	0.995	0.989	0.900	0.689	0.999
RPS3	RPS6	9606.ENSP00000278572	9606.ENSP00000369757	0	0	0	0	0.996	0.992	0.900	0.784	0.999
RPS3A	RPS9	9606.ENSP00000346050	9606.ENSP00000302896	0	0	0	0	0.989	0.997	0.900	0.660	0.999
RPS3A	TCP1	9606.ENSP00000346050	9606.ENSP00000317334	0	0	0.212	0	0.667	0.062	0	0.114	0.753
RPS3A	RPS7	9606.ENSP00000346050	9606.ENSP00000339095	0	0	0	0	0.996	0.995	0.900	0.305	0.999
RPS3A	ZNF598	9606.ENSP00000346050	9606.ENSP00000411409	0	0	0	0	0.044	0	0	0.532	0.533
RPS3A	SLC25A5	9606.ENSP00000346050	9606.ENSP00000360671	0	0	0	0	0.218	0.490	0	0.185	0.646
RPS3A	SRP54	9606.ENSP00000346050	9606.ENSP00000451818	0	0	0	0	0.106	0.800	0	0	0.813
RPS3A	RPS6	9606.ENSP00000346050	9606.ENSP00000369757	0	0	0	0	0.997	0.996	0.900	0.755	0.999
RPS3A	RPS8	9606.ENSP00000346050	9606.ENSP00000379888	0	0	0	0	0.998	0.997	0.900	0.838	0.999
RPS3A	RPSA	9606.ENSP00000346050	9606.ENSP00000346067	0.152	0	0	0	0.991	0.985	0.900	0.640	0.999
RPS3A	RPS4X	9606.ENSP00000346050	9606.ENSP00000362744	0	0	0.258	0	0.997	0.997	0.900	0.613	0.999
RPS4X	RPS9	9606.ENSP00000362744	9606.ENSP00000302896	0	0	0.212	0	0.991	0.997	0.900	0.598	0.999
RPS4X	TCP1	9606.ENSP00000362744	9606.ENSP00000317334	0	0	0.219	0	0.770	0	0	0	0.813
RPS4X	RPS7	9606.ENSP00000362744	9606.ENSP00000339095	0	0	0	0	0.993	0.997	0.900	0.446	0.999
RPS4X	RPSA	9606.ENSP00000362744	9606.ENSP00000346067	0	0	0	0	0.991	0.991	0.900	0.409	0.999
RPS4X	SLC25A5	9606.ENSP00000362744	9606.ENSP00000360671	0	0	0	0	0.292	0.278	0	0.142	0.523
RPS4X	SRP54	9606.ENSP00000362744	9606.ENSP00000451818	0	0	0	0	0.141	0.800	0	0	0.820
RPS4X	RPS8	9606.ENSP00000362744	9606.ENSP00000379888	0	0	0	0	0.998	0.997	0.900	0.692	0.999
RPS4X	RPS6	9606.ENSP00000362744	9606.ENSP00000369757	0	0	0	0	0.997	0.997	0.900	0.707	0.999
RPS6	RPS9	9606.ENSP00000369757	9606.ENSP00000302896	0	0	0	0	0.969	0.997	0.900	0.784	0.999
RPS6	TCP1	9606.ENSP00000369757	9606.ENSP00000317334	0	0	0	0	0.475	0.104	0	0.166	0.573
RPS6	RPS7	9606.ENSP00000369757	9606.ENSP00000339095	0	0	0	0	0.997	0.997	0.900	0.553	0.999
RPS6	RPSA	9606.ENSP00000369757	9606.ENSP00000346067	0	0	0	0	0.960	0.985	0.900	0.516	0.999
RPS6	SLC25A5	9606.ENSP00000369757	9606.ENSP00000360671	0	0	0	0	0.283	0.257	0	0.101	0.480
RPS6	SRP54	9606.ENSP00000369757	9606.ENSP00000451818	0	0	0	0	0.075	0.800	0	0	0.807
RPS6	RPS8	9606.ENSP00000369757	9606.ENSP00000379888	0	0	0	0	0.997	0.997	0.900	0.826	0.999
RPS7	RPS9	9606.ENSP00000339095	9606.ENSP00000302896	0	0	0	0	0.975	0.996	0.900	0.765	0.999
RPS7	TCP1	9606.ENSP00000339095	9606.ENSP00000317334	0	0	0	0	0.412	0	0	0	0.412
RPS7	SRP54	9606.ENSP00000339095	9606.ENSP00000451818	0	0	0	0	0.081	0.800	0	0.047	0.809
RPS7	RPSA	9606.ENSP00000339095	9606.ENSP00000346067	0	0	0	0	0.978	0.985	0.900	0.250	0.999
RPS7	RPS8	9606.ENSP00000339095	9606.ENSP00000379888	0	0	0	0	0.995	0.996	0.900	0.658	0.999
RPS8	RPS9	9606.ENSP00000379888	9606.ENSP00000302896	0	0	0	0	0.992	0.997	0.900	0.728	0.999
RPS8	TCP1	9606.ENSP00000379888	9606.ENSP00000317334	0	0	0	0	0.692	0.058	0	0.048	0.700
RPS8	RPSA	9606.ENSP00000379888	9606.ENSP00000346067	0	0	0	0	0.991	0.988	0.900	0.643	0.999
RPS8	SLC25A5	9606.ENSP00000379888	9606.ENSP00000360671	0	0	0	0	0.233	0.489	0	0	0.591
RPS8	SURF6	9606.ENSP00000379888	9606.ENSP00000361092	0	0	0	0	0.146	0.389	0	0	0.456
RPS8	SRP54	9606.ENSP00000379888	9606.ENSP00000451818	0	0	0	0	0.168	0.800	0	0	0.826
RPS9	TCP1	9606.ENSP00000302896	9606.ENSP00000317334	0	0	0	0	0.619	0.059	0	0.101	0.650
RPS9	SRP54	9606.ENSP00000302896	9606.ENSP00000451818	0.200	0	0	0	0.171	0.804	0	0.291	0.895
RPS9	RPSA	9606.ENSP00000302896	9606.ENSP00000346067	0.111	0	0	0	0.987	0.988	0.900	0.533	0.999
RPSA	TCP1	9606.ENSP00000346067	9606.ENSP00000317334	0	0	0.224	0	0.703	0.130	0	0.171	0.811
RPSA	SLC25A5	9606.ENSP00000346067	9606.ENSP00000360671	0	0	0	0	0.209	0.312	0	0.066	0.447
RPSA	SRP54	9606.ENSP00000346067	9606.ENSP00000451818	0.165	0	0	0	0.203	0.803	0	0.173	0.877
S100A10	S100A13	9606.ENSP00000357801	9606.ENSP00000357688	0	0	0	0	0.191	0	0	0.655	0.709
SART1	SLC39A7	9606.ENSP00000310448	9606.ENSP00000363809	0	0	0	0	0.076	0	0	0.646	0.658
SDHAF1	SURF1	9606.ENSP00000368165	9606.ENSP00000361042	0	0	0	0	0	0	0	0.486	0.486
SFRP1	WLS	9606.ENSP00000220772	9606.ENSP00000346829	0	0	0	0	0.088	0	0	0.398	0.428
SFRP1	SOX2	9606.ENSP00000220772	9606.ENSP00000323588	0	0	0	0	0.132	0	0	0.475	0.525
SLC25A5	SURF1	9606.ENSP00000360671	9606.ENSP00000361042	0	0	0	0	0	0.421	0	0.101	0.457
SLC25A5	TSPO	9606.ENSP00000360671	9606.ENSP00000379563	0	0	0	0	0.051	0	0.800	0.513	0.899
SLIT2	SPRY1	9606.ENSP00000422591	9606.ENSP00000481675	0	0	0	0	0	0	0	0.412	0.412
SNCG	SSSCA1	9606.ENSP00000361087	9606.ENSP00000312318	0	0	0	0	0	0.271	0	0.322	0.484
SNCG	TPBG	9606.ENSP00000361087	9606.ENSP00000358765	0	0	0	0	0.063	0.056	0	0.543	0.560
SPARC	SPRY1	9606.ENSP00000231061	9606.ENSP00000481675	0	0	0	0	0.065	0	0	0.580	0.590
SRP54	SRSF6	9606.ENSP00000451818	9606.ENSP00000244020	0	0	0	0	0.073	0	0	0.584	0.598
SRP54	SRPR	9606.ENSP00000451818	9606.ENSP00000328023	0.295	0	0	0.594	0.168	0.944	0	0.964	0.978
SRPR	SSR2	9606.ENSP00000328023	9606.ENSP00000295702	0	0	0	0	0.108	0.270	0	0.428	0.595
SRSF6	TCP1	9606.ENSP00000244020	9606.ENSP00000317334	0	0	0	0	0.100	0.124	0	0.360	0.451
SRSF6	THOC3	9606.ENSP00000244020	9606.ENSP00000265097	0	0	0	0	0.066	0	0.600	0.079	0.626
SRSF6	SYMPK	9606.ENSP00000244020	9606.ENSP00000245934	0	0	0	0	0.190	0.255	0.600	0.143	0.765
SRSF6	ZRSR2	9606.ENSP00000244020	9606.ENSP00000303015	0	0	0	0	0.064	0.218	0.800	0.307	0.885
STX4	YKT6	9606.ENSP00000317714	9606.ENSP00000223369	0	0	0	0	0.081	0.306	0.900	0.604	0.971
STX4	STX5	9606.ENSP00000317714	9606.ENSP00000294179	0	0	0	0	0.087	0.489	0.540	0.693	0.925
STX5	TRAPPC6A	9606.ENSP00000294179	9606.ENSP00000006275	0	0	0	0	0.062	0	0.600	0.369	0.742
STX5	YKT6	9606.ENSP00000294179	9606.ENSP00000223369	0	0	0	0	0.132	0.909	0.800	0.995	0.999
STX5	VPS53	9606.ENSP00000294179	9606.ENSP00000401435	0	0	0	0	0.076	0.103	0	0.621	0.659
SURF1	SURF6	9606.ENSP00000361042	9606.ENSP00000361092	0	0	0	0	0	0	0	0.681	0.681
SYMPK	YBX3	9606.ENSP00000245934	9606.ENSP00000228251	0	0	0	0	0	0.270	0.800	0.832	0.973
SYMPK	UPF2	9606.ENSP00000245934	9606.ENSP00000348708	0	0	0	0	0.484	0	0	0.079	0.505
SYMPK	THOC3	9606.ENSP00000245934	9606.ENSP00000265097	0	0	0	0	0.054	0	0.600	0	0.605
SYMPK	ZC3H6	9606.ENSP00000245934	9606.ENSP00000386764	0	0	0	0	0.096	0.666	0	0.354	0.787
SYMPK	ZC3H8	9606.ENSP00000245934	9606.ENSP00000386488	0	0	0	0	0.062	0.666	0	0.436	0.808
TCP1	THOC3	9606.ENSP00000317334	9606.ENSP00000265097	0	0	0	0	0.086	0.130	0	0.323	0.414
TCP1	ZFHX3	9606.ENSP00000317334	9606.ENSP00000268489	0	0	0	0	0	0	0	0.457	0.457
TLE4	UNCX	9606.ENSP00000365720	9606.ENSP00000314480	0	0	0	0	0	0.163	0	0.472	0.539
TLE4	ZNF503	9606.ENSP00000365720	9606.ENSP00000361602	0	0	0	0	0.057	0.159	0	0.329	0.421
TMEM205	TMEM45A	9606.ENSP00000346954	9606.ENSP00000319009	0	0	0	0	0	0	0	0.450	0.450
TRAPPC6A	YKT6	9606.ENSP00000006275	9606.ENSP00000223369	0	0	0	0	0.063	0.056	0.600	0.173	0.668
UGDH	UGP2	9606.ENSP00000319501	9606.ENSP00000338703	0	0	0	0	0.062	0	0.900	0.750	0.974
ZC3H6	ZFP36L2	9606.ENSP00000386764	9606.ENSP00000282388	0	0	0	0	0	0.233	0	0.271	0.417
ZCCHC11	ZCCHC7	9606.ENSP00000257177	9606.ENSP00000443113	0	0	0	0	0.076	0.184	0	0.351	0.468
ZFP36L2	ZNF274	9606.ENSP00000282388	9606.ENSP00000478533	0	0	0	0	0	0.077	0	0.395	0.418
